,title,link
46,Premier Foods sinks 5% as lockdown boost fades,news.google.com/./articles/CBMiWmh0dHBzOi8vd3d3LnNoYXJlc21hZ2F6aW5lLmNvLnVrL25ld3Mvc2hhcmVzL3ByZW1pZXItZm9vZHMtc2lua3MtNS1hcy1sb2NrZG93bi1ib29zdC1mYWRlc9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
47,Latest lockdowns cost Victoria $2.8 billion and counting,news.google.com/./articles/CAIiEOxzruUEuD9OJ9H_8uSOeD8qGQgEKhAIACoHCAowgNjvCjCC3s8BMKCtmwY?uo=CAUib2h0dHBzOi8vd3d3LnRoZWFnZS5jb20uYXUvbmF0aW9uYWwvdmljdG9yaWEvbGF0ZXN0LWxvY2tkb3ducy1jb3N0LTItOC1iaWxsaW9uLWFuZC1jb3VudGluZy0yMDIxMTExNi1wNTk5ODUuaHRtbNIBAA&hl=en-IN&gl=IN&ceid=IN%3Aen
48,New “living well after lockdown” tips for western Sydney,news.google.com/./articles/CBMiWmh0dHBzOi8vdGhlcHVsc2Uub3JnLmF1LzIwMjEvMTEvMTYvbmV3LWxpdmluZy13ZWxsLWFmdGVyLWxvY2tkb3duLXRpcHMtZm9yLXdlc3Rlcm4tc3lkbmV5L9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
49,Warning of Santa Cruz student with firearm prompts high school lockdown,news.google.com/./articles/CBMidGh0dHBzOi8vd3d3LnNhbnRhY3J1enNlbnRpbmVsLmNvbS8yMDIxLzExLzE1L3dhcm5pbmctb2Ytc2FudGEtY3J1ei1zdHVkZW50LXdpdGgtZmlyZWFybS1wcm9tcHRzLWhpZ2gtc2Nob29sLWxvY2tkb3du0gF5aHR0cHM6Ly93d3cuc2FudGFjcnV6c2VudGluZWwuY29tLzIwMjEvMTEvMTUvd2FybmluZy1vZi1zYW50YS1jcnV6LXN0dWRlbnQtd2l0aC1maXJlYXJtLXByb21wdHMtaGlnaC1zY2hvb2wtbG9ja2Rvd24vYW1wLw?hl=en-IN&gl=IN&ceid=IN%3Aen
50,"Unvaccinated social media users want harvest work, but lockdown mandate looms in WA",news.google.com/./articles/CAIiEGBX0slWc9XJqBNzhtOyKD4qFggEKg4IACoGCAow3vI9MPeaCDDciw4?uo=CAUiWWh0dHBzOi8vd3d3LmFiYy5uZXQuYXUvbmV3cy8yMDIxLTExLTE2L3VudmFjY2luYXRlZC1jYWxsLWZvci1oYXJ2ZXN0LXdvcmstaW4td2EvMTAwNjIyMzAw0gEA&hl=en-IN&gl=IN&ceid=IN%3Aen
51,Industry warns against December lockdown restrictions for South Africa,news.google.com/./articles/CBMid2h0dHBzOi8vYnVzaW5lc3N0ZWNoLmNvLnphL25ld3MvYnVzaW5lc3MvNTM4MjIyL2luZHVzdHJ5LXdhcm5zLWFnYWluc3QtZGVjZW1iZXItbG9ja2Rvd24tcmVzdHJpY3Rpb25zLWZvci1zb3V0aC1hZnJpY2Ev0gF7aHR0cHM6Ly9idXNpbmVzc3RlY2guY28uemEvbmV3cy9idXNpbmVzcy81MzgyMjIvaW5kdXN0cnktd2FybnMtYWdhaW5zdC1kZWNlbWJlci1sb2NrZG93bi1yZXN0cmljdGlvbnMtZm9yLXNvdXRoLWFmcmljYS9hbXAv?hl=en-IN&gl=IN&ceid=IN%3Aen
52,Moscow is going back into lockdown as Covid-19 deaths multiply in Russia,news.google.com/./articles/CAIiEMDWqJ3CNOUxlsWNKiUqNA0qGQgEKhAIACoHCAowocv1CjCSptoCMPvTpgU?uo=CAUiWGh0dHBzOi8vd3d3LmNubi5jb20vMjAyMS8xMC8yMS9ldXJvcGUvbW9zY293LWxvY2tkb3duLW9jdG9iZXItMjAyMS1jb3ZpZC1pbnRsL2luZGV4Lmh0bWzSAQA&hl=en-IN&gl=IN&ceid=IN%3Aen
53,Latvia announces four weeks of lockdown as COVID-19 cases spike,news.google.com/./articles/CBMiamh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2V1cm9wZS9sYXR2aWEtYW5ub3VuY2VzLWZvdXItd2Vla3MtbG9ja2Rvd24tY292aWQtMTktY2FzZXMtc3Bpa2UtMjAyMS0xMC0xOC_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
54,MoviePass' new owner hopes service can drive cinema's post-lockdown return,news.google.com/./articles/CAIiENgtup15rZ9XDig5CJYKdLwqEwgEKgwIACoFCAow4GowoAgwkRo?uo=CAUiamh0dHBzOi8vd3d3LmNuZXQuY29tL3RlY2gvbW9iaWxlL21vdmllcGFzcy1uZXctb3duZXItaG9wZXMtc2VydmljZS1jYW4tZHJpdmUtY2luZW1hcy1wb3N0LWxvY2tkb3duLXJldHVybi_SAQA&hl=en-IN&gl=IN&ceid=IN%3Aen
55,New Zealand: Harsh lockdown tests patience,news.google.com/./articles/CBMiXWh0dHBzOi8vd3d3LmRhaWx5bmV3cy5say8yMDIxLzExLzEyL2ZlYXR1cmVzLzI2NDQxMC9uZXctemVhbGFuZC1oYXJzaC1sb2NrZG93bi10ZXN0cy1wYXRpZW5jZdIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
56,Nunavut filmmaker documents life in lockdown in her Igloolik home,news.google.com/./articles/CBMiXmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9ub3J0aC9pbnVrLWZpbG1tYWtlci1jYXJvbC1rdW5udWstbnVuYXZ1dC1kb2N1bWVudGFyeS0xLjYyNDk3OTPSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjI0OTc5Mw?hl=en-IN&gl=IN&ceid=IN%3Aen
57,Lockdown jigsaw craze pushes Wiltshire firm past one million sales mark,news.google.com/./articles/CBMieWh0dHBzOi8vd3d3LmdhemV0dGVhbmRoZXJhbGQuY28udWsvbmV3cy8xOTcxODU1OC5sb2NrZG93bi1qaWdzYXctY3JhemUtcHVzaGVzLXdpbHRzaGlyZS1maXJtLXBhc3Qtb25lLW1pbGxpb24tc2FsZXMtbWFyay_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
58,Covid-19: Ease lockdown stress with a bit of 'forest bathing',news.google.com/./articles/CBMid2h0dHBzOi8vd3d3LnN0dWZmLmNvLm56L25hdGlvbmFsL2hlYWx0aC9jb3JvbmF2aXJ1cy8xMjY5MjE3NzkvY292aWQxOS1lYXNlLWxvY2tkb3duLXN0cmVzcy13aXRoLWEtYml0LW9mLWZvcmVzdC1iYXRoaW5n0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
59,Insurers made huge profits on motorists in lockdown,news.google.com/./articles/CBMigAFodHRwczovL3d3dy5pbmRlcGVuZGVudC5pZS9idXNpbmVzcy9wZXJzb25hbC1maW5hbmNlL2luc3VyYW5jZS9pbnN1cmVycy1tYWRlLWh1Z2UtcHJvZml0cy1vbi1tb3RvcmlzdHMtaW4tbG9ja2Rvd24tNDEwNTU1NDMuaHRtbNIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
60,"I’m 40, middle-class and living in a caravan — and I’ve never been happier",news.google.com/./articles/CAIiEPvfvZlbcBjSCy5Nb5X0aGMqFwgEKg4IACoGCAowqvB9MMTRCTCGn-8G?uo=CAUiYGh0dHBzOi8vd3d3LnN0YW5kYXJkLmNvLnVrL2VzY2FwaXN0L2thdGllLWdsYXNzLWNhcmF2YW4tY291bnRyeS1saWZlLWxlYXZpbmctbG9uZG9uLWI5NjYzOTIuaHRtbNIBAA&hl=en-IN&gl=IN&ceid=IN%3Aen
61,3 lockdown scenarios for South Africa – including restrictions over Christmas,news.google.com/./articles/CBMifGh0dHBzOi8vYnVzaW5lc3N0ZWNoLmNvLnphL25ld3MvdHJlbmRpbmcvNTMyMjMwLzMtbG9ja2Rvd24tc2NlbmFyaW9zLWZvci1zb3V0aC1hZnJpY2EtaW5jbHVkaW5nLXJlc3RyaWN0aW9ucy1vdmVyLWNocmlzdG1hcy_SAYABaHR0cHM6Ly9idXNpbmVzc3RlY2guY28uemEvbmV3cy90cmVuZGluZy81MzIyMzAvMy1sb2NrZG93bi1zY2VuYXJpb3MtZm9yLXNvdXRoLWFmcmljYS1pbmNsdWRpbmctcmVzdHJpY3Rpb25zLW92ZXItY2hyaXN0bWFzL2FtcC8?hl=en-IN&gl=IN&ceid=IN%3Aen
62,‘Get me out of here’: Three hours of HSC exam prove the real test,news.google.com/./articles/CAIiEGeZas2eKZzJjhNtZ2QeIRwqGQgEKhAIACoHCAowxqmICzDg_IYDMIGkmwY?uo=CAUid2h0dHBzOi8vd3d3LnNtaC5jb20uYXUvbmF0aW9uYWwvbnN3L2dldC1tZS1vdXQtb2YtaGVyZS10aHJlZS1ob3Vycy1vZi1oc2MtZXhhbS1wcm92ZS10aGUtcmVhbC10ZXN0LTIwMjExMTE1LXA1OTkxeS5odG1s0gEA&hl=en-IN&gl=IN&ceid=IN%3Aen
63,100 Birmingham households evicted following end of Covid-19 lockdown,news.google.com/./articles/CAIiEDGzlkbZNqpO19ei30C4RXkqGQgEKhAIACoHCAow2c77CjC-yfQCMJzg0wU?uo=CAUiaGh0dHBzOi8vd3d3LmJpcm1pbmdoYW1tYWlsLmNvLnVrL25ld3MvbWlkbGFuZHMtbmV3cy8xMDAtYmlybWluZ2hhbS1ob3VzZWhvbGRzLWV2aWN0ZWQtZm9sbG93aW5nLTIyMTc4ODk40gEA&hl=en-IN&gl=IN&ceid=IN%3Aen
64,Puppies kept in pet stores throughout lockdown,news.google.com/./articles/CBMidGh0dHBzOi8vd3d3LnJuei5jby5uei9uYXRpb25hbC9wcm9ncmFtbWVzL2NoZWNrcG9pbnQvYXVkaW8vMjAxODgyMDc4MC9wdXBwaWVzLWtlcHQtaW4tcGV0LXN0b3Jlcy10aHJvdWdob3V0LWxvY2tkb3du0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
65,Stratford anti-lockdown organizer faces human-trafficking charges,news.google.com/./articles/CBMid2h0dHBzOi8vd3d3LnN0cmF0Zm9yZGJlYWNvbmhlcmFsZC5jb20vbmV3cy9sb2NhbC1uZXdzL3N0cmF0Zm9yZC1hbnRpLWxvY2tkb3duLW9yZ2FuaXplci1mYWNlcy1odW1hbi10cmFmZmlja2luZy1jaGFyZ2Vz0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
66,Life after lockdown: Melanie Dower on Finnish living in Helsinki,news.google.com/./articles/CBMifWh0dHBzOi8vd3d3Lm56aGVyYWxkLmNvLm56L3RyYXZlbC9saWZlLWFmdGVyLWxvY2tkb3duLW1lbGFuaWUtZG93ZXItb24tZmlubmlzaC1saXZpbmctaW4taGVsc2lua2kvSkFKNVdaQUNSTTdQRlhMTzc1M09VWUpGSTQv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
67,Melbourne property market records a jump in new listings post-lockdown,news.google.com/./articles/CBMibmh0dHBzOi8vd3d3LmRvbWFpbi5jb20uYXUvbmV3cy9tZWxib3VybmUtcHJvcGVydHktbWFya2V0LXJlY29yZHMtYS1qdW1wLWluLW5ldy1saXN0aW5ncy1wb3N0LWxvY2tkb3duLTExMDM3MjAv0gFyaHR0cHM6Ly93d3cuZG9tYWluLmNvbS5hdS9uZXdzL21lbGJvdXJuZS1wcm9wZXJ0eS1tYXJrZXQtcmVjb3Jkcy1hLWp1bXAtaW4tbmV3LWxpc3RpbmdzLXBvc3QtbG9ja2Rvd24tMTEwMzcyMC9hbXAv?hl=en-IN&gl=IN&ceid=IN%3Aen
68,Canberra choir recycles their way through lockdown,news.google.com/./articles/CBMiXWh0dHBzOi8vaGVyY2FuYmVycmEuY29tLmF1L2NpdHkvY29tbXVuaXR5L2NhbmJlcnJhLWNob2lyLXJlY3ljbGVzLXRoZWlyLXdheS10aHJvdWdoLWxvY2tkb3duL9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
69,Scott Morrison's low approval rating 'a case of one lockdown too many': Clennell,news.google.com/./articles/CBMipAFodHRwczovL3d3dy5za3luZXdzLmNvbS5hdS9vcGluaW9uL3BldGEtY3JlZGxpbi9zY290dC1tb3JyaXNvbnMtbG93LWFwcHJvdmFsLXJhdGluZ3MtYS1jYXNlLW9mLW9uZS1sb2NrZG93bi10b28tbWFueS1jbGVubmVsbC92aWRlby80YjBlNGI0ZGYyNTYwZDFlNWRhMGI0MGY0YjliZjQ1MtIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
70,Piers Morgan slams anti-vaxxers amid Austria's controversial new lockdown plans,news.google.com/./articles/CAIiEJWqxoNmOHJiAADrH_g0l70qGQgEKhAIACoHCAowzLqbCzCQxbMDMN-X3gY?uo=CAUiVWh0dHBzOi8vd3d3LnN1c3NleGxpdmUuY28udWsvbmV3cy9zdXNzZXgtbmV3cy9waWVycy1tb3JnYW4tc2xhbXMtYW50aS12YXh4ZXJzLTYyMDk4MjfSAQA&hl=en-IN&gl=IN&ceid=IN%3Aen
71,Covid second wave: Does India need another lockdown as cases spike? What govt says,news.google.com/./articles/CAIiEPnPZYwo66EC6T_DKT3mLFcqFwgEKg4IACoGCAowxLQ_MNevCDCyrdsG?uo=CAUie2h0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9uZXdzL2luZGlhL2NvdmlkMTktc2Vjb25kLXdhdmUtYXMtY2FzZXMtc3Bpa2Utd2hhdC1nb3Zlcm5tZW50LXNheXMtb24tbG9ja2Rvd24tMTE2MTY1NTYxNDkzNTAuaHRtbNIBAA&hl=en-IN&gl=IN&ceid=IN%3Aen
72,India lockdown: First lockdown announced,news.google.com/./articles/CBMitwFodHRwczovL2Vjb25vbWljdGltZXMuaW5kaWF0aW1lcy5jb20vbmV3cy9pbmRpYS9vbmUteWVhci1zaW5jZS1hLWNvbXBsZXRlLWxvY2tkb3duLXdhcy1hbm5vdW5jZWQtd2UtbG9vay1iYWNrLW9uLWhvdy1pbmRpYS1mb3VnaHQtY292aWQvZmlyc3QtbG9ja2Rvd24tYW5ub3VuY2VkL3NsaWRlc2hvdy84MTY2MjgzOC5jbXPSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
73,14-day Total Lockdown Begins in Karnataka as Covid Situation Turns Grim | Full LIST of Restrictions Here,news.google.com/./articles/CAIiEAxLLQUyjozT0OoEpwdn_84qGQgEKhAIACoHCAow5dz4CjCO8d4CMLW6uAY?uo=CAUivAFodHRwczovL3d3dy5pbmRpYS5jb20vbmV3cy9pbmRpYS9rYXJuYXRha2EtYmFuZ2Fsb3JlLWxvY2tkb3duLW5ld3MtMjAyMS1saXZlLXVwZGF0ZS10b2RheS1hcHJpbC0yNy1rYXJuYXRha2EtYmVuZ2FsdXJ1LWxvY2tkb3duLWd1aWRlbGluZXMtZnVsbC1saXN0LW9mLXJlc3RyaWN0aW9ucy10b3RhbC1zaHV0ZG93bi00NjE3NzQwL9IBAA&hl=en-IN&gl=IN&ceid=IN%3Aen
74,One year of coronavirus lockdown: When 1.3 billion people were confined to their homes,news.google.com/./articles/CAIiEDSY0Ie2BaeNJ0z3AlGM8eoqGQgEKhAIACoHCAowzrL9CjDC7vQCMJmD1wU?uo=CAUimAFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9pbmRpYS9vbmUteWVhci1vZi1jb3JvbmF2aXJ1cy1sb2NrZG93bi13aGVuLTEtMy1iaWxsaW9uLXBlb3BsZS13ZXJlLWNvbmZpbmVkLXRvLXRoZWlyLWhvbWVzL2FydGljbGVzaG93LzgxNjY4NTkzLmNtc9IBAA&hl=en-IN&gl=IN&ceid=IN%3Aen
75,Covid-19 second wave: Here’s a list of states that have imposed full lockdown,news.google.com/./articles/CAIiEM1rmoqs58ZUPr9i6Fl1CEQqGAgEKg8IACoHCAow3rvTBDD89X4w8ZXmBQ?uo=CAUieGh0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS9pbmRpYS9jb3ZpZC0xOS1zZWNvbmQtd2F2ZS1oZXJlcy1hLWxpc3Qtb2Ytc3RhdGVzLXRoYXQtaGF2ZS1pbXBvc2VkLWxvY2tkb3ducy03MzA2NjM0L9IBAA&hl=en-IN&gl=IN&ceid=IN%3Aen
76,"Coronavirus Lockdown in India 2021 Highlights: Maha reports highest-ever spike of 31,855 new COVID-19 cases, Gujarat bans public celebration of Holi",news.google.com/./articles/CAIiEO-0gIkLp1kFSNPHk2MoBqMqGQgEKhAIACoHCAow55veCjDzvdUBMLHh5gU?uo=CAUigwJodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9saWZlc3R5bGUvaGVhbHRoL2NvdmlkMTktY29yb25hdmlydXMtaW5kaWEtbGl2ZS11cGRhdGVzLW1hcmNoLTI0LTIxLWRheS1sb2NrZG93bi1hbm5pdmVyc2FyeS1sb2NrZG93bi1hbm5pdmVyc2FyeS1saXZlLW5pZ2h0LWN1cmZld3MtbmV3LWNvbnRhaW5tZW50LXpvbmVzLXRvZGF5LXNjaG9vbHMtc2h1dGRvd25zLWNvdmlkLWRlYXRocy1jb3JvbmEtdmFjY2luZS1uZXdzLWRlbGhpLzIyMTg5ODcv0gEA&hl=en-IN&gl=IN&ceid=IN%3Aen
77,These states have extended Covid-19 lockdown from today: Check list here,news.google.com/./articles/CAIiEABuGugEwRaV5pf5bgZ9cC8qFwgEKg4IACoGCAoww7k_MMevCDCj7PkG?uo=CAUihgFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vaW5kaWEtbmV3cy90aGVzZS1zdGF0ZXMtaGF2ZS1leHRlbmRlZC1jb3ZpZC0xOS1sb2NrZG93bi1mcm9tLXRvZGF5LWNoZWNrLWxpc3QtaGVyZS0xMDE2MjUwOTgzNDY0ODIuaHRtbNIBAA&hl=en-IN&gl=IN&ceid=IN%3Aen
78,COVID-19 crisis: Chorus for India lockdown gets louder,news.google.com/./articles/CAIiELgyD9dwy8YXAD39F8Bo46MqGAgEKg8IACoHCAowop2lATDj4RowwtDJBQ?uo=CAUidmh0dHBzOi8vd3d3Lm5ld2luZGlhbmV4cHJlc3MuY29tL25hdGlvbi8yMDIxL21heS8wNS9jb3ZpZC0xOS1jcmlzaXMtY2hvcnVzLWZvci1pbmRpYS1sb2NrZG93bi1nZXRzLWxvdWRlci0yMjk4NTA3Lmh0bWzSAQA&hl=en-IN&gl=IN&ceid=IN%3Aen
79,"Tamil Nadu announces 14-day complete lockdown from May 10: What's open, what's not",news.google.com/./articles/CBMimAFodHRwczovL3d3dy5pbmRpYXRvZGF5LmluL2Nvcm9uYXZpcnVzLW91dGJyZWFrL3N0b3J5L2NvbXBsZXRlLWxvY2tkb3duLXRhbWlsLW5hZHUtMTQtZGF5cy1tYXktMTAtMjQtY292aWQxOS1jYXNlcy13aGF0LWlzLW9wZW4tY2xvc2VkLTE4MDAxMzctMjAyMS0wNS0wONIBnAFodHRwczovL3d3dy5pbmRpYXRvZGF5LmluL2FtcC9jb3JvbmF2aXJ1cy1vdXRicmVhay9zdG9yeS9jb21wbGV0ZS1sb2NrZG93bi10YW1pbC1uYWR1LTE0LWRheXMtbWF5LTEwLTI0LWNvdmlkMTktY2FzZXMtd2hhdC1pcy1vcGVuLWNsb3NlZC0xODAwMTM3LTIwMjEtMDUtMDg?hl=en-IN&gl=IN&ceid=IN%3Aen
80,Lockdown in India 2021: List of cities under lockdown and night curfew,news.google.com/./articles/CBMihAFodHRwczovL3d3dy5pbmRpYXRvZGF5LmluL2luZm9ybWF0aW9uL3N0b3J5L2xvY2tkb3duLWluLWluZGlhLTIwMjEtbGlzdC1vZi1jaXRpZXMtdW5kZXItbG9ja2Rvd24tYW5kLW5pZ2h0LWN1cmZldy0xNzc5OTIxLTIwMjEtMDMtMTbSAYgBaHR0cHM6Ly93d3cuaW5kaWF0b2RheS5pbi9hbXAvaW5mb3JtYXRpb24vc3RvcnkvbG9ja2Rvd24taW4taW5kaWEtMjAyMS1saXN0LW9mLWNpdGllcy11bmRlci1sb2NrZG93bi1hbmQtbmlnaHQtY3VyZmV3LTE3Nzk5MjEtMjAyMS0wMy0xNg?hl=en-IN&gl=IN&ceid=IN%3Aen
81,"Covid-19: 'Lockdown' extended till June 1 in Maharashtra, RT-PCR report must to enter state",news.google.com/./articles/CAIiEHCg1YCIEjpUEov0Ey_IEy0qGQgEKhAIACoHCAowzrL9CjDC7vQCMK2y1gU?uo=CAUinwFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9jaXR5L211bWJhaS9jYWJpbmV0LWV4dGVuZHMtbG9ja2Rvd24tbGlrZS1jdXJicy10aWxsLW1heS0zMC1tYWhhcmFzaHRyYS1jbS13aWxsLW5vdGlmeS1pbi0yLTMtZGF5cy9hcnRpY2xlc2hvdy84MjU4ODY5NC5jbXPSAQA&hl=en-IN&gl=IN&ceid=IN%3Aen
82,Full lockdown in Uttar Pradesh from tomorrow. Details here,news.google.com/./articles/CAIiEI0T-mpc44JoMC8tj-Kv_iUqFwgEKg4IACoGCAowxLQ_MNevCDCyrdsG?uo=CAUicWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9uZXdzL2luZGlhL2Z1bGwtbG9ja2Rvd24taW4tdXR0YXItcHJhZGVzaC1mcm9tLXRvbW9ycm93LWRldGFpbHMtaGVyZS0xMTYxOTY4MDk1Njc1Mi5odG1s0gEA&hl=en-IN&gl=IN&ceid=IN%3Aen
83,"Delhi Goes Into Lockdown Tonight, Ends Early Monday Morning",news.google.com/./articles/CAIiEEdJLUciV4UPKIssnSXxA9gqGQgEKhAIACoHCAowj8n_CjDIrfkCMPGi6AU?uo=CAUicmh0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhLW5ld3MvZGVsaGktbG9ja2Rvd24tZnJvbS0xMC1wbS10b2RheS10aWxsLTUtYW0tbmV4dC1tb25kYXktc2F5cy1hcnZpbmQta2Vqcml3YWwtMjQxNjg3ONIBAA&hl=en-IN&gl=IN&ceid=IN%3Aen
84,Maharashtra govt may impose 15-day lockdown starting Wednesday night,news.google.com/./articles/CAIiEH0DIoHRUa3jRtQcl1QIUMMqGQgEKhAIACoHCAowsLXdCjCm3dEBMOThpAM?uo=CAUikgFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vYXJ0aWNsZS9jdXJyZW50LWFmZmFpcnMvbWFoYXJhc2h0cmEtZ292dC1tYXktaW1wb3NlLTE1LWRheS1sb2NrZG93bi1zdGFydGluZy13ZWRuZXNkYXktbmlnaHQtMTIxMDQyMDAxMzE3XzEuaHRtbNIBAA&hl=en-IN&gl=IN&ceid=IN%3Aen
85,Covid: Lockdown relaxed in Bengaluru and 18 other Karnataka districts from June 14,news.google.com/./articles/CAIiEJTCbjgBgnjtv_fV-Tl1iT8qGQgEKhAIACoHCAowzrL9CjDC7vQCMKCT1wU?uo=CAUinQFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9jaXR5L2JlbmdhbHVydS9jb3ZpZC1sb2NrZG93bi1yZWxheGVkLWluLWJlbmdhbHVydS1hbmQtMTgtb3RoZXIta2FybmF0YWthLWRpc3RyaWN0cy1mcm9tLWp1bmUtMTQvYXJ0aWNsZXNob3cvODM0MDU0NDEuY21z0gEA&hl=en-IN&gl=IN&ceid=IN%3Aen
86,BS Yediyurappa announces 14-day lockdown in Karnataka from April 27 as Covid cases surge,news.google.com/./articles/CBMioQFodHRwczovL2Vjb25vbWljdGltZXMuaW5kaWF0aW1lcy5jb20vbmV3cy9pbmRpYS9icy15ZWRpeXVyYXBwYS1hbm5vdW5jZXMtMTQtZGF5LWxvY2tkb3duLWluLWthcm5hdGFrYS1mcm9tLWFwcmlsLTI3LWFzLWNvdmlkLWNhc2VzLXN1cmdlL2FydGljbGVzaG93LzgyMjU3MDA1LmNtc9IBnAFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9pbmRpYS9icy15ZWRpeXVyYXBwYS1hbm5vdW5jZXMtMTQtZGF5LWxvY2tkb3duLWluLWthcm5hdGFrYS1mcm9tLWFwcmlsLTI3LWFzLWNvdmlkLWNhc2VzLXN1cmdlL2FtcF9hcnRpY2xlc2hvdy84MjI1NzAwNS5jbXM?hl=en-IN&gl=IN&ceid=IN%3Aen
87,Karnataka Lockdown News Today: Total Shutdown in Bengaluru After August 15? Read Minister's Latest Statement,news.google.com/./articles/CAIiEDj5W7fk_eBT4DFo5hE95H4qGQgEKhAIACoHCAow5dz4CjCO8d4CMJW5iwY?uo=CAUi7gFodHRwczovL3d3dy5pbmRpYS5jb20va2FybmF0YWthL2thcm5hdGFrYS1sb2NrZG93bi1uZXdzLXRvZGF5LTE0LWF1Z3VzdC0yMDIxLXdpbGwtZ292dC1pbXBvc2UtdG90YWwtc2h1dGRvd24taW4tYmVuZ2FsdXJ1LXNoaXZhbW9nYWEta29kYWd1LW1hbmdhbG9yZS1iYW5nYWxvcmUtYWZ0ZXItYXVndXN0LTE1LWluZGVwZW5kZW5jZS1kYXktcmVhZC1taW5pc3RlcnMtbGF0ZXN0LXN0YXRlbWVudC1oZXJlLTQ4ODcxOTgv0gEA&hl=en-IN&gl=IN&ceid=IN%3Aen
88,Tamil Nadu extends Covid lockdown for another two weeks till 23 Aug. Details here,news.google.com/./articles/CAIiEHeLlmZAv4XYCdtOzyqOu30qFwgEKg4IACoGCAowxLQ_MNevCDCyrdsG?uo=CAUijQFodHRwczovL3d3dy5saXZlbWludC5jb20vbmV3cy9pbmRpYS90YW1pbC1uYWR1LWdvdnQtZXh0ZW5kcy1jb3ZpZC1sb2NrZG93bi1mb3ItYW5vdGhlci10d28td2Vla3MtdGlsbC0yMy1hdWctZGV0YWlscy1oZXJlLTExNjI4MjU1NTgxMTcxLmh0bWzSAQA&hl=en-IN&gl=IN&ceid=IN%3Aen
89,Kerala: Complete lockdown to be imposed for two days. Details here,news.google.com/./articles/CAIiELfi9hn8HU19GC3zhgx2VKsqFwgEKg4IACoGCAowxLQ_MNevCDCyrdsG?uo=CAUigAFodHRwczovL3d3dy5saXZlbWludC5jb20vbmV3cy9pbmRpYS9jb21wbGV0ZS1sb2NrZG93bi10by1iZS1pbXBvc2VkLWluLWtlcmFsYS1vbi10aGVzZS10d28tZGF5cy1kZXRhaWxzLWhlcmUtMTE2Mjc1MzM1NzYwMzMuaHRtbNIBAA&hl=en-IN&gl=IN&ceid=IN%3Aen
90,Lockdown in India 2021: List of cities under lockdown and night curfew in March,news.google.com/./articles/CBMihwFodHRwczovL3d3dy5pbmRpYXRvZGF5LmluL2luZm9ybWF0aW9uL3N0b3J5L2xvY2tkb3duLTIwMjEtbGlzdC1vZi1jaXRpZXMtdW5kZXItbG9ja2Rvd24tYW5kLW5pZ2h0LWN1cmZldy1pbi1tYXJjaC0yMS0xNzgyMjc1LTIwMjEtMDMtMjLSAYsBaHR0cHM6Ly93d3cuaW5kaWF0b2RheS5pbi9hbXAvaW5mb3JtYXRpb24vc3RvcnkvbG9ja2Rvd24tMjAyMS1saXN0LW9mLWNpdGllcy11bmRlci1sb2NrZG93bi1hbmQtbmlnaHQtY3VyZmV3LWluLW1hcmNoLTIxLTE3ODIyNzUtMjAyMS0wMy0yMg?hl=en-IN&gl=IN&ceid=IN%3Aen
